time,Twall,T1,P0,mdot,rho_ue_CH,sdot_mm_s,recession_mm,thickness_mm,Bg,Bc,L_nr,eps_surf,k_surf,iter,converged,resid_pct,mdot_g,mdot_c,T_24mm
0.01,601.288,499.391,101325,5.08841e-11,0.03,0.0119397,0.000119397,49.9999,1.69677e-09,0.0875574,15.0515,0.8,0.403178,17,1,-0.1437,0,0,300
0.2,2871.72,2762.2,101325,0.074685,0.264205,0.244316,0.0302502,49.9697,0.248951,0.179165,105.869,0.895269,1.51608,19,1,-20.4871,-0.162582,0.0530525,300
0.4,3021.5,2951.8,101325,0.0468203,0.277199,0.269131,0.082418,49.9176,0.156068,0.197363,111.86,0.897206,1.78421,17,1,-16.197,-0.114131,0.0590922,300
0.6,3084.79,3029.37,101325,0.0364921,0.282124,0.274875,0.136951,49.863,0.121641,0.201575,114.391,0.897842,1.89573,16,1,-14.7863,-0.094619,0.060434,300
0.8,3121.81,3074.27,101325,0.030758,0.284884,0.277317,0.192209,49.8078,0.102527,0.203365,115.872,0.898178,1.95986,15,1,-14.0495,-0.0831606,0.0609906,300
1,3147.19,3104.77,101325,0.0270028,0.286701,0.278236,0.247788,49.7522,0.0900096,0.204039,116.887,0.898393,2.0033,14,1,-13.5841,-0.0753654,0.0612061,300
1.2,3165.87,3127.15,101325,0.0243159,0.288006,0.278741,0.303492,49.6965,0.0810532,0.20441,117.635,0.898544,2.03514,14,1,-13.263,-0.0696011,0.0613188,300
1.4,3180.28,3144.38,101325,0.0222751,0.289,0.279057,0.359273,49.6407,0.0742504,0.204642,118.211,0.898658,2.05962,14,1,-13.0247,-0.0651124,0.061389,300
1.6,3191.84,3158.17,101325,0.0206614,0.289788,0.279226,0.41511,49.5849,0.0688717,0.204765,118.673,0.898747,2.07916,13,1,-12.8379,-0.0614844,0.0614311,300
1.8,3201.65,3169.8,101325,0.0193432,0.290432,0.279107,0.470941,49.5291,0.0644773,0.204679,119.066,0.89882,2.0957,14,1,-12.6904,-0.0584667,0.0614038,300
2,3209.88,3179.57,101325,0.0182448,0.29097,0.279065,0.526759,49.4732,0.0608162,0.204648,119.395,0.89888,2.10957,13,1,-12.5669,-0.0559118,0.061395,300
2.2,3216.95,3187.95,101325,0.0173117,0.291427,0.278996,0.582565,49.4174,0.0577057,0.204597,119.678,0.898931,2.12145,13,1,-12.4645,-0.0537086,0.06138,300
2.4,3223.11,3195.24,101325,0.0165063,0.291823,0.27891,0.638355,49.3616,0.0550212,0.204534,119.924,0.898975,2.13179,13,1,-12.377,-0.0517813,0.0613611,300
2.6,3228.49,3201.62,101325,0.0158025,0.292168,0.278877,0.694132,49.3059,0.052675,0.20451,120.14,0.899013,2.14083,13,1,-12.3014,-0.0500776,0.061353,300
2.8,3233.24,3207.25,101325,0.0151813,0.292473,0.278861,0.749906,49.2501,0.0506045,0.204498,120.33,0.899047,2.14881,13,1,-12.2352,-0.0485568,0.0613496,300
3,3237.51,3212.3,101325,0.014628,0.292745,0.278834,0.805675,49.1943,0.0487601,0.204478,120.5,0.899077,2.15597,13,1,-12.1766,-0.0471879,0.0613439,300
3.2,3241.35,3216.86,101325,0.0141304,0.29299,0.278799,0.861438,49.1386,0.0471015,0.204453,120.654,0.899104,2.16241,13,1,-12.1242,-0.0459462,0.0613362,300
3.4,3244.84,3221,101325,0.013681,0.293212,0.278759,0.917194,49.0828,0.0456033,0.204424,120.794,0.899128,2.16826,13,1,-12.0772,-0.0448149,0.0613275,300
3.6,3248.04,3224.78,101325,0.0132723,0.293413,0.278717,0.972942,49.0271,0.044241,0.204392,120.921,0.89915,2.17361,13,1,-12.0347,-0.043778,0.0613182,300
3.8,3250.95,3228.23,101325,0.0128988,0.293597,0.278693,1.02868,48.9713,0.042996,0.204375,121.038,0.89917,2.1785,13,1,-11.9962,-0.042822,0.0613122,300
4,3253.62,3231.39,101325,0.0125559,0.293766,0.278703,1.08442,48.9156,0.041853,0.204382,121.145,0.899189,2.18296,13,1,-11.961,-0.0419387,0.0613146,300
4.2,3256.08,3234.32,101325,0.0122391,0.293922,0.278708,1.14016,48.8598,0.0407972,0.204386,121.243,0.899206,2.18709,13,1,-11.9286,-0.0411183,0.0613158,300
4.4,3258.38,3237.04,101325,0.0119465,0.294066,0.278692,1.1959,48.8041,0.0398216,0.204374,121.335,0.899222,2.19093,13,1,-11.8986,-0.0403545,0.0613134,300
4.6,3260.61,3239.66,101325,0.0116739,0.294201,0.278607,1.25163,48.7484,0.0389131,0.204312,121.424,0.899236,2.19464,13,1,-11.8708,-0.0396397,0.0612944,300
4.8,3262.69,3242.12,101325,0.01142,0.294326,0.278525,1.30735,48.6927,0.0380666,0.204252,121.508,0.89925,2.19812,12,1,-11.8438,-0.0389704,0.0612766,300
5,3264.64,3244.42,101325,0.0111829,0.294443,0.278448,1.36304,48.637,0.0372763,0.204195,121.586,0.899263,2.20138,12,1,-11.8199,-0.0383417,0.0612593,300
5.2,3266.48,3246.59,101325,0.0109608,0.294553,0.278374,1.41872,48.5813,0.036536,0.204141,121.659,0.899275,2.20445,12,1,-11.7976,-0.0377499,0.0612431,300
5.4,3268.22,3248.63,101325,0.0107519,0.294656,0.278302,1.47439,48.5256,0.0358398,0.204088,121.729,0.899286,2.20734,12,1,-11.7768,-0.0371912,0.0612273,300
5.6,3269.85,3250.56,101325,0.0105557,0.294753,0.278235,1.53004,48.47,0.0351856,0.204039,121.794,0.899297,2.21007,12,1,-11.7573,-0.0366629,0.0612123,300
5.8,3271.4,3252.38,101325,0.0103705,0.294845,0.278169,1.58568,48.4143,0.0345683,0.203991,121.856,0.899307,2.21265,12,1,-11.739,-0.0361625,0.0611979,300
6,3272.87,3254.11,101325,0.0101952,0.294931,0.278106,1.64131,48.3587,0.0339841,0.203944,121.915,0.899316,2.2151,12,1,-11.7217,-0.0356872,0.061184,300
6.2,3274.26,3255.76,101325,0.0100293,0.295013,0.278045,1.69693,48.3031,0.033431,0.2039,121.97,0.899325,2.21742,12,1,-11.7054,-0.0352351,0.0611705,300
6.4,3275.59,3257.32,101325,0.00987186,0.295091,0.278002,1.75253,48.2475,0.0329062,0.203868,122.023,0.899333,2.21963,13,1,-11.6912,-0.0348044,0.0611608,300
6.6,3276.83,3258.79,101325,0.00972226,0.295165,0.277977,1.80813,48.1919,0.0324076,0.20385,122.073,0.899342,2.22171,13,1,-11.6766,-0.0343934,0.0611552,300
6.8,3278.01,3260.18,101325,0.00957988,0.295236,0.277951,1.86372,48.1363,0.031933,0.203831,122.12,0.899349,2.22368,12,1,-11.6616,-0.0340007,0.0611495,300
7,3279.14,3261.52,101325,0.00944414,0.295303,0.277926,1.91931,48.0807,0.0314805,0.203812,122.166,0.899357,2.22557,12,1,-11.6484,-0.033625,0.061144,300
7.2,3280.22,3262.8,101325,0.00931453,0.295367,0.277901,1.97489,48.0251,0.0310485,0.203794,122.209,0.899364,2.22737,12,1,-11.6358,-0.033265,0.0611385,300
7.4,3281.25,3264.02,101325,0.00919063,0.295428,0.277877,2.03047,47.9695,0.0306355,0.203777,122.25,0.89937,2.2291,12,1,-11.6238,-0.0329198,0.0611332,300.001
7.6,3282.24,3265.19,101325,0.00907204,0.295487,0.277854,2.08604,47.914,0.0302402,0.203759,122.29,0.899377,2.23075,12,1,-11.6123,-0.0325883,0.0611281,300.001
7.8,3283.19,3266.32,101325,0.00895847,0.295543,0.27783,2.14161,47.8584,0.0298616,0.203742,122.328,0.899383,2.23234,12,1,-11.6013,-0.0322698,0.061123,300.001
8,3284.1,3267.4,101325,0.00884954,0.295597,0.277808,2.19717,47.8028,0.0294985,0.203726,122.364,0.899389,2.23386,12,1,-11.5908,-0.0319634,0.061118,300.002
8.2,3284.98,3268.44,101325,0.00874498,0.295649,0.277786,2.25273,47.7473,0.02915,0.20371,122.399,0.899394,2.23533,12,1,-11.5808,-0.0316684,0.0611131,300.003
8.4,3285.82,3269.44,101325,0.00864451,0.295699,0.277764,2.30829,47.6917,0.0288151,0.203694,122.433,0.8994,2.23674,12,1,-11.5711,-0.0313841,0.0611083,300.004
8.6,3286.64,3270.4,101325,0.00854785,0.295746,0.277743,2.36384,47.6362,0.0284929,0.203678,122.465,0.899405,2.2381,12,1,-11.5618,-0.0311099,0.0611036,300.005
8.8,3287.42,3271.33,101325,0.00845482,0.295792,0.277722,2.41938,47.5806,0.0281828,0.203663,122.497,0.89941,2.23941,12,1,-11.5529,-0.0308452,0.0610991,300.006
9,3288.17,3272.23,101325,0.00836521,0.295837,0.277702,2.47493,47.5251,0.0278841,0.203648,122.527,0.899415,2.24067,12,1,-11.5443,-0.0305896,0.0610946,300.008
9.2,3288.9,3273.09,101325,0.00827881,0.29588,0.277682,2.53047,47.4695,0.0275961,0.203633,122.556,0.899419,2.24188,12,1,-11.5361,-0.0303424,0.0610902,300.011
9.4,3289.61,3273.93,101325,0.00819543,0.295921,0.277662,2.586,47.414,0.0273182,0.203619,122.584,0.899424,2.24306,12,1,-11.5282,-0.0301034,0.0610859,300.013
9.6,3290.29,3274.73,101325,0.00811496,0.295961,0.277643,2.64153,47.3585,0.0270499,0.203605,122.611,0.899428,2.2442,12,1,-11.5205,-0.0298721,0.0610817,300.017
9.8,3290.94,3275.52,101325,0.00803723,0.295999,0.277624,2.69706,47.3029,0.0267908,0.203591,122.638,0.899432,2.2453,12,1,-11.5131,-0.0296482,0.0610776,300.022
10,3291.58,3276.27,101325,0.00796203,0.296037,0.277606,2.75258,47.2474,0.0265401,0.203578,122.663,0.899436,2.24637,12,1,-11.506,-0.029431,0.0610736,300.027
10.2,3292.2,3277.01,101325,0.00788926,0.296073,0.277588,2.8081,47.1919,0.0262976,0.203565,122.688,0.89944,2.2474,12,1,-11.4991,-0.0292204,0.0610696,300.033
10.4,3292.79,3277.72,101325,0.00781882,0.296108,0.277571,2.86361,47.1364,0.0260628,0.203552,122.712,0.899444,2.2484,12,1,-11.4924,-0.0290162,0.0610658,300.041
10.6,3293.37,3278.4,101325,0.0077506,0.296141,0.277554,2.91913,47.0809,0.0258354,0.203539,122.735,0.899448,2.24937,12,1,-11.486,-0.0288179,0.061062,300.049
10.8,3293.94,3279.07,101325,0.00768447,0.296174,0.277537,2.97464,47.0254,0.025615,0.203527,122.757,0.899451,2.25031,12,1,-11.4797,-0.0286252,0.0610583,300.06
11,3294.48,3279.72,101325,0.00762034,0.296206,0.277521,3.03014,46.9699,0.0254012,0.203515,122.779,0.899455,2.25122,12,1,-11.4737,-0.0284381,0.0610547,300.072
11.2,3295.01,3280.35,101325,0.00755812,0.296237,0.277504,3.08564,46.9144,0.0251938,0.203503,122.8,0.899458,2.25211,12,1,-11.4678,-0.0282561,0.0610512,300.084
11.4,3295.52,3280.97,101325,0.00749771,0.296267,0.277489,3.14114,46.8589,0.0249924,0.203492,122.821,0.899461,2.25297,12,1,-11.4621,-0.028079,0.0610477,300.101
11.6,3296.02,3281.56,101325,0.00743906,0.296296,0.277473,3.19664,46.8034,0.0247969,0.20348,122.841,0.899465,2.25381,12,1,-11.4566,-0.0279068,0.0610443,300.12
